Submerged Aquatic Vegetation Monitoring Effort,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
OPC,2008-04-29 00:00:00,2008,Apr,OPCC1,30,3,0.3,,,,,,,,,1.6,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPCC1,40,1,0.3,0.1,179,239,,12.9,7.3,70,CSB,0.95,0,0,0,0.0892,0,,0,0,0,0,0.9591397849462365
OPC,2008-04-29 00:00:00,2008,Apr,OPCC1,40,2,0.3,,,,,,,,,0.95,0,0.0676,0,0.0892,0,,0,0,0.7268817204301075,0,0.9591397849462365
OPC,2008-04-29 00:00:00,2008,Apr,OPCC1,40,3,0.3,,,,,,,,,0.95,0,0.0676,0,0,0,,0,0,0.7268817204301075,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPCC1,50,1,0.35,0.1,179,239,,12.9,7.3,70,CSB,0.58,0,0,0,0.0892,0,,0,0,0,0,0.9591397849462365
OPC,2008-04-29 00:00:00,2008,Apr,OPCC1,50,2,0.35,,,,,,,,,0.58,0,0,0,0.0892,0,,0,0,0,0,0.9591397849462365
OPC,2008-04-29 00:00:00,2008,Apr,OPCC1,50,3,0.35,,,,,,,,,0.58,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPCC1,60,1,0.33,0.1,179,239,,12.9,7.3,70,CSB,0.6,0.08,0,0.0604,0,0,,0,0.8602150537634409,0,0.6494623655913979,0
OPC,2008-04-29 00:00:00,2008,Apr,OPCC1,60,2,0.33,,,,,,,,,0.6,0.08,0,0.0604,0,0,,0,0.8602150537634409,0,0.6494623655913979,0
OPC,2008-04-29 00:00:00,2008,Apr,OPCC1,60,3,0.33,,,,,,,,,0.6,0,0,0.0604,0,0,,0,0,0,0.6494623655913979,0
OPC,2008-04-29 00:00:00,2008,Apr,OPCC2,10,1,0.3,0.2,265.5,340.1,,13.6,7.2,64.7,CSB,0.3,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPCC2,10,2,0.3,,,,,,,,,0.3,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPCC2,10,3,0.3,,,,,,,,,0.3,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPCC2,20,1,0.3,0.2,265.5,340.1,,13.6,7.2,64.7,CSB,0.46,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPCC2,20,2,0.3,,,,,,,,,0.46,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPCC2,20,3,0.3,,,,,,,,,0.46,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPCC2,30,1,0.3,0.2,265.5,340.1,,13.6,7.2,64.7,CSB,0.53,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPCC2,30,2,0.3,,,,,,,,,0.53,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPCC2,30,3,0.3,,,,,,,,,0.53,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPCC2,40,1,0.3,0.2,265.5,340.1,,13.6,7.2,64.7,CSB,0.6,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPCC2,40,2,0.3,,,,,,,,,0.6,0.08,0,0,0.1784,0,,0,0.8602150537634409,0,0,1.918279569892473
OPC,2008-04-29 00:00:00,2008,Apr,OPCC2,40,3,0.3,,,,,,,,,0.6,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPCC2,50,1,0.2,0.2,265.5,340.1,,13.6,7.2,64.7,CSB,0.5,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPCC2,50,2,0.2,,,,,,,,,0.5,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPCC2,50,3,0.2,,,,,,,,,0.5,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPCC2,60,1,0.3,0.2,265.5,340.1,,13.6,7.2,64.7,CSB,0.6,0,0,0,0.0892,0,,0,0,0,0,0.9591397849462365
OPC,2008-04-29 00:00:00,2008,Apr,OPCC2,60,2,0.3,,,,,,,,,0.6,0,0,0,0,0,,0,0,0,0,0
OPC,2008-04-29 00:00:00,2008,Apr,OPCC2,60,3,0.3,,,,,,,,,0.6,0,0,0,0,0,,0,0,0,0,0
OPC,2008-06-19 00:00:00,2008,Jun,OPCC2,10,1,0.28,0.2,411.2,433.5,,22.8,8.16,94.7,CSB,0.85,0.36,0,0,0,0,,0,3.8709677419354835,0,0,0
OPC,2008-06-19 00:00:00,2008,Jun,OPCC2,10,2,0.28,,,,,,,,,0.8,0.72,0,0,0,0,,0,7.741935483870967,0,0,0
OPC,2008-06-19 00:00:00,2008,Jun,OPCC2,10,3,0.27,,,,,,,,,0.73,0.4,0,0,0,0,,0,4.301075268817205,0,0,0
OPC,2008-06-19 00:00:00,2008,Jun,OPCC2,20,1,0.4,0.2,411.2,433.5,,22.8,8.16,94.7,CSB,1,0.16,0,0,0.1338,0,,0,1.7204301075268817,0,0,1.4387096774193548
OPC,2008-06-19 00:00:00,2008,Jun,OPCC2,20,2,0.32,,,,,,,,,1,0.28,0,0,0.223,0,,0,3.0107526881720434,0,0,2.3978494623655915
OPC,2008-06-19 00:00:00,2008,Jun,OPCC2,20,3,0.35,,,,,,,,,1,0.36,0,0,0,0,,0,3.8709677419354835,0,0,0
OPC,2008-06-19 00:00:00,2008,Jun,OPCC2,30,1,0.36,0.2,411.2,433.5,,22.8,8.16,94.7,CSB,0.99,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-06-19 00:00:00,2008,Jun,OPCC2,30,2,0.34,,,,,,,,,1.1,0.4,0,0,0.3568,0,,0,4.301075268817205,0,0,3.836559139784946
OPC,2008-06-19 00:00:00,2008,Jun,OPCC2,30,3,0.37,,,,,,,,,1.06,0.44,0,0,0.0892,0,,0,4.731182795698925,0,0,0.9591397849462365
OPC,2008-06-19 00:00:00,2008,Jun,OPCC2,40,1,0.3,0.2,411.2,433.5,,22.8,8.16,94.7,CSB,1.1,0.1,0,0,0,0,,0,1.0752688172043012,0,0,0
OPC,2008-06-19 00:00:00,2008,Jun,OPCC2,40,2,0.25,,,,,,,,,1.05,0.12,0,0,0.0892,0,,0,1.2903225806451613,0,0,0.9591397849462365
OPC,2008-06-19 00:00:00,2008,Jun,OPCC2,40,3,0.25,,,,,,,,,1.08,0.12,0,0,0,0,,0,1.2903225806451613,0,0,0
OPC,2008-06-19 00:00:00,2008,Jun,OPCC2,50,1,0.34,0.2,411.2,433.5,,22.8,8.16,94.7,CSB,1.18,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-06-19 00:00:00,2008,Jun,OPCC2,50,2,0.34,,,,,,,,,1.12,0,0,0,0,0,,0,0,0,0,0
OPC,2008-06-19 00:00:00,2008,Jun,OPCC2,50,3,0.3,,,,,,,,,1.1,0.08,0,0,0.0892,0,,0,0.8602150537634409,0,0,0.9591397849462365
OPC,2008-06-19 00:00:00,2008,Jun,OPCC2,60,1,0.4,0.2,411.2,433.5,,22.8,8.16,94.7,CSB,1.14,0.28,0,0,0,0,,0,3.0107526881720434,0,0,0
OPC,2008-06-19 00:00:00,2008,Jun,OPCC2,60,2,0.3,,,,,,,,,1.11,0.28,0,0,0.446,0,,0,3.0107526881720434,0,0,4.795698924731183
OPC,2008-06-19 00:00:00,2008,Jun,OPCC2,60,3,0.35,,,,,,,,,1.13,0.12,0,0,0,0,,0,1.2903225806451613,0,0,0
OPC,2008-06-19 00:00:00,2008,Jun,OPCC1,10,1,0.3,0.2,443.6,444.4,,23.9,7.45,89,CSB,0.59,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-06-19 00:00:00,2008,Jun,OPCC1,10,2,0.29,,,,,,,,,0.5,0,0,0,0,0,,0,0,0,0,0
OPC,2008-06-19 00:00:00,2008,Jun,OPCC1,10,3,0.27,,,,,,,,,0.55,0,0,0,0,0,,0,0,0,0,0
OPC,2008-06-19 00:00:00,2008,Jun,OPCC1,20,1,0.25,0.2,443.6,444.4,,23.9,7.45,89,CSB,0.68,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-06-19 00:00:00,2008,Jun,OPCC1,20,2,0.3,,,,,,,,,0.7,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-06-19 00:00:00,2008,Jun,OPCC1,20,3,0.25,,,,,,,,,0.7,0.12,0,0,0,0,,0,1.2903225806451613,0,0,0
OPC,2008-06-19 00:00:00,2008,Jun,OPCC1,30,1,0.23,0.2,443.6,444.4,,23.9,7.45,89,CSB,0.86,0.36,0,0,0,0,,0,3.8709677419354835,0,0,0
OPC,2008-06-19 00:00:00,2008,Jun,OPCC1,30,2,0.28,,,,,,,,,0.88,1.12,0,0,0,0,,0,12.043010752688174,0,0,0
OPC,2008-06-19 00:00:00,2008,Jun,OPCC1,30,3,0.28,,,,,,,,,0.91,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-06-19 00:00:00,2008,Jun,OPCC1,40,1,0.25,0.2,443.6,444.4,,23.9,7.45,89,CSB,1,0.08,0,0,0.31220000000000003,0,,0,0.8602150537634409,0,0,3.3569892473118284
OPC,2008-06-19 00:00:00,2008,Jun,OPCC1,40,2,0.28,,,,,,,,,0.85,0.08,0,0,0.5352,0,,0,0.8602150537634409,0,0,5.754838709677419
OPC,2008-06-19 00:00:00,2008,Jun,OPCC1,40,3,0.21,,,,,,,,,0.6,0.2,0,0,1.784,0,,0,2.1505376344086025,0,0,19.182795698924732
OPC,2008-06-19 00:00:00,2008,Jun,OPCC1,50,1,0.3,0.2,443.6,444.4,,23.9,7.45,89,CSB,1.17,0.56,0,0,1.2934,0,,0,6.021505376344087,0,0,13.90752688172043
OPC,2008-06-19 00:00:00,2008,Jun,OPCC1,50,2,0.3,,,,,,,,,1,0.08,0,0,0.0892,0,,0,0.8602150537634409,0,0,0.9591397849462365
OPC,2008-06-19 00:00:00,2008,Jun,OPCC1,50,3,0.23,,,,,,,,,1,0.16,0,0,0.223,0,,0,1.7204301075268817,0,0,2.3978494623655915
OPC,2008-06-19 00:00:00,2008,Jun,OPCC1,60,1,0.25,0.2,443.6,444.4,,23.9,7.45,89,CSB,0.91,0.16,0,0,0.1338,0,,0,1.7204301075268817,0,0,1.4387096774193548
OPC,2008-06-19 00:00:00,2008,Jun,OPCC1,60,2,0.27,,,,,,,,,0.94,0.08,0,0,0.31220000000000003,0,,0,0.8602150537634409,0,0,3.3569892473118284
OPC,2008-06-19 00:00:00,2008,Jun,OPCC1,60,3,0.3,,,,,,,,,0.92,0.08,0,0,0.0892,0,,0,0.8602150537634409,0,0,0.9591397849462365
OPC,2008-06-20 00:00:00,2008,Jun,OPC3,10,1,0.28,0.2,0.3,0.3,,22.9,2.4,13.3,CSB,0.85,0.36,0,0,0,0,,0,3.8709677419354835,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC3,10,2,0.38,,,,,,,,,0.88,1.2,0,0,0,0,,0,12.903225806451612,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC3,10,3,0.29,,,,,,,,,0.89,1.72,0,0,0.0892,0,,0,18.49462365591398,0,0,0.9591397849462365
OPC,2008-06-20 00:00:00,2008,Jun,OPC3,20,1,0.24,0.2,0.3,0.3,,22.9,2.4,13.3,CSB,1.15,0.12,0,0,0,0,,0,1.2903225806451613,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC3,20,2,0.34,,,,,,,,,0.96,0.8,0,0,0,0,,0,8.60215053763441,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC3,20,3,0.31,,,,,,,,,0.98,0.4,0,0,0,0,,0,4.301075268817205,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC3,30,1,0.31,0.2,0.3,0.3,,22.9,2.4,13.3,CSB,1.63,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC3,30,2,0.3,,,,,,,,,1.63,0,0,0,0,0,,0,0,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC3,30,3,0.24,,,,,,,,,1.56,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC3,40,1,0.25,0.2,0.3,0.3,,22.9,2.4,13.3,CSB,1.29,1.08,0,0,0,0,,0,11.612903225806452,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC3,40,2,0.39,,,,,,,,,1.25,1,0,0,0,0,,0,10.75268817204301,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC3,40,3,0.3,,,,,,,,,1.41,0.96,0,0,0,0,,0,10.32258064516129,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC3,50,1,0.31,0.2,0.3,0.3,,22.9,2.4,13.3,CSB,1.06,1,0,0,0,0,,0,10.75268817204301,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC3,50,2,0.34,,,,,,,,,1.01,2.2,0,0,0,0,,0,23.655913978494624,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC3,50,3,0.27,,,,,,,,,1.09,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC3,60,1,0.23,0.2,0.3,0.3,,22.9,2.4,13.3,CSB,1.11,0.8,0,0,0,0,,0,8.60215053763441,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC3,60,2,0.32,,,,,,,,,1.12,0,0,0,0,0,,0,0,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC3,60,3,0.33,,,,,,,,,1.05,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC1,10,1,0.3,0.2,0.4,0.4,,25.4,9.13,113.5,CSB,0.99,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC1,10,2,0.3,,,,,,,,,0.97,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC1,10,3,0.23,,,,,,,,,1.1,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC1,20,1,0.32,0.2,0.4,0.4,,25.4,9.13,113.5,CSB,1.28,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC1,20,2,0.32,,,,,,,,,1.24,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC1,20,3,0.34,,,,,,,,,1.26,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC1,30,1,0.33,0.2,0.4,0.4,,25.4,9.13,113.5,CSB,1.4,0,0,0,0,0,,0,0,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC1,30,2,0.35,,,,,,,,,1.45,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC1,30,3,0.31,,,,,,,,,1.34,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC1,40,1,0.33,0.2,0.4,0.4,,25.4,9.13,113.5,CSB,1.18,0.6,0,0,0,0,,0,6.451612903225806,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC1,40,2,0.3,,,,,,,,,1.17,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC1,40,3,0.3,,,,,,,,,1.2,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC1,50,1,0.33,0.2,0.4,0.4,,25.4,9.13,113.5,CSB,1.27,0.12,0,0,0,0,,0,1.2903225806451613,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC1,50,2,0.34,,,,,,,,,1.25,0.6,0,0,0,0,,0,6.451612903225806,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC1,50,3,0.34,,,,,,,,,1.23,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC1,60,1,0.32,0.2,0.4,0.4,,25.4,9.13,113.5,CSB,1.3,0.84,0,0,0,0,,0,9.032258064516128,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC1,60,2,0.37,,,,,,,,,1.3,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC1,60,3,0.3,,,,,,,,,1.3,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC2,10,1,0.3,0.2,0.4,0.3,,26.1,7.79,92.2,CSB,0.36,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC2,10,2,0.37,,,,,,,,,0.62,0,0,0,0,0,,0,0,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC2,10,3,0.28,,,,,,,,,0.58,0,0,0,0,0,,0,0,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC2,20,1,0.34,0.2,0.4,0.3,,26.1,7.79,92.2,CSB,0.75,0.48,0,0,0,0,,0,5.161290322580645,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC2,20,2,0.3,,,,,,,,,0.76,0.6,0,0,0,0,,0,6.451612903225806,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC2,20,3,0.29,,,,,,,,,0.75,3,0,0,0,0,,0,32.25806451612903,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC2,30,1,0.25,0.2,0.4,0.3,,26.1,7.79,92.2,CSB,0.8,2.8,0,0,0,0,,0,30.10752688172043,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC2,30,2,0.37,,,,,,,,,0.8,1.6,0,0,0,0,,0,17.20430107526882,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC2,30,3,0.34,,,,,,,,,0.79,2.08,0,0,0,0,,0,22.365591397849464,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC2,40,1,0.33,0.2,0.4,0.3,,26.1,7.79,92.2,CSB,0.79,3,0,0,0,0,,0,32.25806451612903,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC2,40,2,0.36,,,,,,,,,0.8,5.2,0,0,0,0,,0,55.913978494623656,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC2,40,3,0.32,,,,,,,,,0.83,2.4,0,0,0,0,,0,25.806451612903224,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC2,50,1,0.25,0.2,0.4,0.3,,26.1,7.79,92.2,CSB,0.86,6,0,0,0,0,,0,64.51612903225806,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC2,50,2,0.32,,,,,,,,,0.88,4.4,0,0,0,0,,0,47.31182795698925,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC2,50,3,0.34,,,,,,,,,0.86,4.2,0,0,0,0,,0,45.16129032258065,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC2,60,1,0.33,0.2,0.4,0.3,,26.1,7.79,92.2,CSB,0.87,4,0,0,0,0,,0,43.01075268817204,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC2,60,2,0.35,,,,,,,,,0.9,2,0,0,0,0,,0,21.50537634408602,0,0,0
OPC,2008-06-20 00:00:00,2008,Jun,OPC2,60,3,0.35,,,,,,,,,0.86,2,0,0,0,0,,0,21.50537634408602,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPCC2,10,1,0.25,0.4,906,890,,26.1,4.82,66.6,CSB,0.62,0.48,0,0,0.15610000000000002,0,,0,5.161290322580645,0,0,1.6784946236559142
OPC,2008-08-14 00:00:00,2008,Aug,OPCC2,10,2,0.26,,,,,,,,,0.62,0.24,0,0,0.0892,0,,0,2.5806451612903225,0,0,0.9591397849462365
OPC,2008-08-14 00:00:00,2008,Aug,OPCC2,10,3,0.28,,,,,,,,,0.65,1.4,0,0,0.0892,0,,0,15.053763440860214,0,0,0.9591397849462365
OPC,2008-08-14 00:00:00,2008,Aug,OPCC2,20,1,0.28,0.4,906,890,,26.1,4.82,66.6,CSB,0.7,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPCC2,20,2,0.27,,,,,,,,,0.7,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPCC2,20,3,0.28,,,,,,,,,0.7,0.08,0,0,0.0892,0,,0,0.8602150537634409,0,0,0.9591397849462365
OPC,2008-08-14 00:00:00,2008,Aug,OPCC2,30,1,0.23,0.4,906,890,,26.1,4.82,66.6,CSB,0.82,0.08,0,0,0.0892,0,,0,0.8602150537634409,0,0,0.9591397849462365
OPC,2008-08-14 00:00:00,2008,Aug,OPCC2,30,2,0.21,,,,,,,,,0.8,0.08,0,0,0.0892,0,,0,0.8602150537634409,0,0,0.9591397849462365
OPC,2008-08-14 00:00:00,2008,Aug,OPCC2,30,3,0.22,,,,,,,,,0.85,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPCC2,40,1,0.28,0.4,906,890,,26.1,4.82,66.6,CSB,0.88,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPCC2,40,2,0.28,,,,,,,,,0.85,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPCC2,40,3,0.26,,,,,,,,,0.86,0.08,0,0,0.0892,0,,0,0.8602150537634409,0,0,0.9591397849462365
OPC,2008-08-14 00:00:00,2008,Aug,OPCC2,50,1,0.28,0.4,906,890,,26.1,4.82,66.6,CSB,0.89,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPCC2,50,2,0.26,,,,,,,,,0.88,0,0,0,0,0,,0,0,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPCC2,50,3,0.25,,,,,,,,,0.87,0,0,0,0,0,,0,0,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPCC2,60,1,0.25,0.4,906,890,,26.1,4.82,66.6,CSB,0.95,0,0,0,0,0,,0,0,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPCC2,60,2,0.27,,,,,,,,,0.91,0,0,0,0,0,,0,0,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPCC2,60,3,0.25,,,,,,,,,0.89,0.08,0,0,0.0892,0,,0,0.8602150537634409,0,0,0.9591397849462365
OPC,2008-08-14 00:00:00,2008,Aug,OPCC1,10,1,0.3,0.4,916,900,,25.9,5.15,64.7,CSB,0.4,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPCC1,10,2,0.3,,,,,,,,,0.43,0.3,0,0,0,0,,0,3.225806451612903,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPCC1,10,3,0.3,,,,,,,,,0.42,0.16,0,0,0,0,,0,1.7204301075268817,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPCC1,20,1,0.29,0.4,916,900,,25.9,5.15,64.7,CSB,0.45,2,0,0,0.6244000000000001,0,,0,21.50537634408602,0,0,6.713978494623657
OPC,2008-08-14 00:00:00,2008,Aug,OPCC1,20,2,0.3,,,,,,,,,0.44,0.2,0,0,0,0,,0,2.1505376344086025,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPCC1,20,3,0.3,,,,,,,,,0.5,0.5,0,0,0,0,,0,5.376344086021505,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPCC1,30,1,0.31,0.4,916,900,,25.9,5.15,64.7,CSB,0.56,1.2,0,0,0.0892,0,,0,12.903225806451612,0,0,0.9591397849462365
OPC,2008-08-14 00:00:00,2008,Aug,OPCC1,30,2,0.3,,,,,,,,,0.56,1.44,0.0676,0,0,0,,0,15.483870967741934,0.7268817204301075,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPCC1,30,3,0.32,,,,,,,,,0.56,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPCC1,40,1,0.3,0.4,916,900,,25.9,5.15,64.7,CSB,0.48,0,0,0,0,0,,0,0,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPCC1,40,2,0.31,,,,,,,,,0.52,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPCC1,40,3,0.32,,,,,,,,,0.5,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPCC1,50,1,0.29,0.4,916,900,,25.9,5.15,64.7,CSB,0.49,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPCC1,50,2,0.28,,,,,,,,,0.54,2.4,0.0676,0,0.2676,0,,0,25.806451612903224,0.7268817204301075,0,2.8774193548387097
OPC,2008-08-14 00:00:00,2008,Aug,OPCC1,50,3,0.28,,,,,,,,,0.5,3.6,0,0,0.0892,0,,0,38.70967741935484,0,0,0.9591397849462365
OPC,2008-08-14 00:00:00,2008,Aug,OPCC1,60,1,0.3,0.4,916,900,,25.9,5.15,64.7,CSB,0.5,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPCC1,60,2,0.29,,,,,,,,,0.48,0,0,0,0,0,,0,0,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPCC1,60,3,0.29,,,,,,,,,0.48,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPC1,10,1,0.55,0.3,572,541,,27.9,8,100.3,CSB,0.55,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPC1,10,2,0.54,,,,,,,,,0.54,0.12,0,0,0,0,,0,1.2903225806451613,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPC1,10,3,0.42,,,,,,,,,0.42,0.2,0,0,0,0,,0,2.1505376344086025,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPC1,20,1,0.68,0.3,572,541,,27.9,8,100.3,CSB,0.82,0.08,0,0,0,0,,0,0.8602150537634409,0,0,0
OPC,2008-08-14 00:00:00,2008,Aug,OPC1,20,2,0.71,,,,,,,,,0.82,0,0,0,0,0,,0,0,0,0,0
