Component,Date,Year,Month ,Start,Tide,Transect,Distance (m),Sample,Secchi (m),HV,MS,VA,CD,HD,EC,ZP,PPC,PPF,NM
OPC,2008-06-19,2008,JUN,,,OPCC1,50,2,0.3,2,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC1,50,3,0.23,4,0.0,0.0,5.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC1,60,1,0.25,4,0.0,0.0,3.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC1,60,2,0.27,2,0.0,0.0,7.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC1,60,3,0.3,2,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,09:40:00,High   2.5,OPCC2,10,1,0.28,9,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC2,10,2,0.28,18,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC2,10,3,0.27,10,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC2,20,1,0.4,4,0.0,0.0,3.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC2,20,2,0.32,7,0.0,0.0,5.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC2,20,3,0.35,9,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC2,30,1,0.36,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC2,30,2,0.34,10,0.0,0.0,8.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC2,30,3,0.37,11,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC2,40,1,0.3,2.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC2,40,2,0.25,3,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC2,40,3,0.25,3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC2,50,1,0.34,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC2,50,2,0.34,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC2,50,3,0.3,2,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC2,60,1,0.4,7,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC2,60,2,0.3,7,0.0,0.0,10.0,,0.0,0.0,0.0,,0.0
OPC,2008-06-19,2008,JUN,,,OPCC2,60,3,0.35,3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,12:53:00,Going out,OPC1,10,1,0.55,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPC1,10,2,0.54,3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPC1,10,3,0.42,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPC1,20,1,0.68,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPC1,20,2,0.71,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPC1,20,3,0.62,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPC1,30,1,0.64,3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPC1,30,2,0.59,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPC1,30,3,0.66,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPC1,40,1,0.58,30,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPC1,40,2,0.6,20,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPC1,40,3,0.63,24,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPC1,50,1,0.6,4,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPC1,50,2,0.59,11,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPC1,50,3,0.59,25,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPC1,60,1,0.55,7,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPC1,60,2,0.49,32,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPC1,60,3,0.53,33,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,09:40:00,High   2.5,OPC2,10,1,0.44,11.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC2,10,2,0.41,6,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC2,10,3,0.6,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC2,20,1,0.7,80,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC2,20,2,0.71,80,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC2,20,3,0.68,280,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC2,30,1,0.61,320,0.0,0.0,8.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC2,30,2,0.7,135,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC2,30,3,0.61,360,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC2,40,1,0.5,380,0.0,0.0,4.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC2,40,2,0.46,230,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC2,40,3,0.45,270,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC2,50,1,0.44,380,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC2,50,2,0.4,340,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC2,50,3,0.42,300,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC2,60,1,0.43,220,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC2,60,2,0.38,280,3.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC2,60,3,0.44,360,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,12:20:00,Going out,OPC3,10,1,0.2,480,0.0,0.0,14.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC3,10,2,0.21,580,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC3,10,3,0.21,300,0.0,0.0,18.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC3,20,1,0.21,420,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC3,20,2,0.19,400,0.0,0.0,17.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC3,20,3,0.24,340,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC3,30,1,0.3,340,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC3,30,2,0.28,660,0.0,0.0,10.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC3,30,3,0.26,540,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC3,40,1,0.3,360,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC3,40,2,0.29,560,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC3,40,3,0.3,440,0.0,2.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC3,50,1,0.46,560,0.0,40.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC3,50,2,0.44,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC3,50,3,0.41,620,0.0,35.0,6.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC3,60,1,0.4,625,0.0,7.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC3,60,2,0.46,400,0.0,140.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-15,2008,AUG,,,OPC3,60,3,0.42,560,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,11:20:00,Going out,OPCC1,10,1,0.3,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC1,10,2,0.3,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC1,10,3,0.3,4,0.0,0.0,0.0,,2.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC1,20,1,0.29,50,0.0,0.0,14.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC1,20,2,0.3,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC1,20,3,0.3,12.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC1,30,1,0.31,30,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC1,30,2,0.3,36,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC1,30,3,0.32,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC1,40,1,0.3,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC1,40,2,0.31,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC1,40,3,0.32,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC1,50,1,0.29,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC1,50,2,0.28,60,2.0,0.0,6.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC1,50,3,0.28,90,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC1,60,1,0.3,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC1,60,2,0.29,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC1,60,3,0.29,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,09:50:00,High   2.5,OPCC2,10,1,0.25,12,0.0,0.0,3.5,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC2,10,2,0.26,6,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC2,10,3,0.28,35,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC2,20,1,0.28,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC2,20,2,0.27,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC2,20,3,0.28,2,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC2,30,1,0.23,2,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC2,30,2,0.21,2,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC2,30,3,0.22,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC2,40,1,0.28,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC2,40,2,0.28,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC2,40,3,0.26,2,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC2,50,1,0.28,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC2,50,2,0.26,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC2,50,3,0.25,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC2,60,1,0.25,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC2,60,2,0.27,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-08-14,2008,AUG,,,OPCC2,60,3,0.25,2,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,11:30:00,Going out,OPC1,10,1,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPC1,10,2,0.38,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPC1,10,3,0.39,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPC1,20,1,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPC1,20,2,0.38,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPC1,20,3,0.44,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPC1,30,1,0.41,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPC1,30,2,0.41,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPC1,30,3,0.41,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPC1,40,1,0.39,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPC1,40,2,0.4,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPC1,40,3,0.41,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPC1,50,1,0.37,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPC1,50,2,0.4,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPC1,50,3,0.4,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPC1,60,1,0.44,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPC1,60,2,0.45,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPC1,60,3,0.5,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,10:30:00,High   1.6,OPC2,10,1,0.32,3,3.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC2,10,2,0.36,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC2,10,3,0.4,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC2,20,1,0.39,45,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC2,20,2,0.41,50,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC2,20,3,0.41,50,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC2,30,1,0.38,35,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC2,30,2,0.4,25,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC2,30,3,0.41,30,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC2,40,1,0.45,30,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC2,40,2,0.45,25,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC2,40,3,0.5,35,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,12:39:00,Going out,OPC2,50,1,0.35,42,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPC2,50,2,0.38,30,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPC2,50,3,0.45,20,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPC2,60,1,0.4,6,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPC2,60,2,0.35,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPC2,60,3,0.27,22,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,11:50:00,Going out,OPC3,10,1,0.34,9,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC3,10,2,0.36,4,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC3,10,3,0.3,9,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC3,20,1,0.38,13,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC3,20,2,0.38,15,4.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC3,20,3,0.35,11,3.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC3,30,1,0.35,4,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC3,30,2,0.35,2,0.0,0.0,4.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC3,30,3,0.35,20,1.5,0.0,10.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC3,40,1,0.35,1,0.0,0.0,4.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC3,40,2,0.38,2,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC3,40,3,0.35,17,4.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC3,50,1,0.24,15,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC3,50,2,0.24,8,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC3,50,3,0.36,18,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC3,60,1,0.25,21,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC3,60,2,0.24,6,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-17,2008,OCT ,,,OPC3,60,3,0.36,10,0.0,0.0,8.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,09:49:00,High   1.7,OPCC1,10,1,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC1,10,2,0.36,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC1,10,3,0.34,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC1,20,1,0.3,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC1,20,2,0.36,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC1,20,3,0.29,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC1,30,1,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC1,30,2,0.32,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC1,30,3,0.34,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC1,40,1,0.3,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC1,40,2,0.3,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC1,40,3,0.33,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC1,50,1,0.34,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC1,50,2,0.36,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC1,50,3,0.3,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC1,60,1,0.32,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC1,60,2,0.32,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC1,60,3,0.4,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,10:38:00,Going out,OPCC2,10,1,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC2,10,2,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC2,10,3,0.36,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC2,20,1,0.31,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC2,20,2,0.37,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC2,20,3,0.35,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC2,30,1,0.39,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC2,30,2,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC2,30,3,0.36,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC2,40,1,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC2,40,2,0.34,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC2,40,3,0.34,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC2,50,1,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC2,50,2,0.34,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC2,50,3,0.34,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC2,60,1,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC2,60,2,0.36,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2008-10-16,2008,OCT ,,,OPCC2,60,3,0.35,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,12:29:00,Incoming (high@15:00),OPC1,10,1,0.48,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPC1,10,2,0.45,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPC1,10,3,0.49,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPC1,20,1,0.53,0,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPC1,20,2,0.48,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
OPC,2009-06-16,2009,JUN,,,OPC1,20,3,0.48,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0
