Component,Date,Year,Month ,Start,Tide,Transect,Distance (m),Sample,Secchi (m),Salinity (ppt),Conductivity (µS),Conductance (µS),pH,Temp (°C),DO (mg/L),DO (%),Field Cover (%),Depth (m),Substrate,HV,MS,VA,CD,HD,EC,ZP,PPC,PPF,NM,Comments
OPC,2010-08-13,2010,AUG,,,OPCC1,30,3,0.24,0.33,694.0,688.0,7.35,25.6,5.1,62.0,NV,0.91,,,,,,,,,,,,Only two grabs
OPC,2010-08-13,2010,AUG,,,OPCC1,40,1,0.28,0.33,694.0,688.0,7.35,25.6,5.1,62.0,NV,0.98,sand/organic,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Floating Milfoil near plot; recent rain events - periods of heavy rain and severe thunderstorms
OPC,2010-08-13,2010,AUG,,,OPCC1,40,2,0.26,0.33,694.0,688.0,7.35,25.6,5.1,62.0,NV,0.97,sand/organic,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Floating Milfoil near plot; recent rain events - periods of heavy rain and severe thunderstorms
OPC,2010-08-13,2010,AUG,,,OPCC1,40,3,0.24,0.33,694.0,688.0,7.35,25.6,5.1,62.0,NV,0.95,,,,,,,,,,,,Only two grabs
OPC,2010-08-13,2010,AUG,,,OPCC1,50,1,0.32,0.33,694.0,688.0,7.35,25.6,5.1,62.0,NV,0.92,sand/organic,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Recent rain events - periods of heavy rain and severe thunderstorms
OPC,2010-08-13,2010,AUG,,,OPCC1,50,2,0.26,0.33,694.0,688.0,7.35,25.6,5.1,62.0,NV,0.92,sand/organic,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Pulled up a tire; recent rain events - periods of heavy rain and severe thunderstorms
OPC,2010-08-13,2010,AUG,,,OPCC1,50,3,0.33,0.33,694.0,688.0,7.35,25.6,5.1,62.0,NV,0.9,,,,,,,,,,,,Only two grabs
OPC,2010-08-13,2010,AUG,,,OPCC1,60,1,0.29,0.33,694.0,688.0,7.35,25.6,5.1,62.0,NV,0.88,sand/organic,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Recent rain events - periods of heavy rain and severe thunderstorms
OPC,2010-08-13,2010,AUG,,,OPCC1,60,2,0.3,0.33,694.0,688.0,7.35,25.6,5.1,62.0,NV,0.9,sand/organic,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Recent rain events - periods of heavy rain and severe thunderstorms
OPC,2010-08-13,2010,AUG,,,OPCC1,60,3,0.28,0.33,694.0,688.0,7.35,25.6,5.1,62.0,NV,0.87,,,,,,,,,,,,Only two grabs
OPC,2010-08-13,2010,AUG,08:09:00,High at 11:30,OPCC2,10,1,0.28,0.58,1223.0,1182.0,7.65,26.9,4.9,61.0,NV,0.85,clay/silt/sand/organic,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Recent rain events - periods of heavy rain and severe thunderstorms
OPC,2010-08-13,2010,AUG,,,OPCC2,10,2,0.34,0.58,1223.0,1182.0,7.65,26.9,4.9,61.0,NV,0.84,clay/sand/organic,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Dead Clam; recent rain events - periods of heavy rain and severe thunderstorms
OPC,2010-08-13,2010,AUG,,,OPCC2,10,3,0.3,0.58,1223.0,1182.0,7.65,26.9,4.9,61.0,NV,0.78,,,,,,,,,,,,Only two grabs
OPC,2010-08-13,2010,AUG,,,OPCC2,20,1,0.29,0.58,1223.0,1182.0,7.65,26.9,4.9,61.0,NV,0.87,clay/silt/sand/organic,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Recent rain events - periods of heavy rain and severe thunderstorms
OPC,2010-08-13,2010,AUG,,,OPCC2,20,2,0.26,0.58,1223.0,1182.0,7.65,26.9,4.9,61.0,NV,0.85,clay/silt/sand/organic,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Recent rain events - periods of heavy rain and severe thunderstorms
OPC,2010-08-13,2010,AUG,,,OPCC2,20,3,0.3,0.58,1223.0,1182.0,7.65,26.9,4.9,61.0,NV,0.84,,,,,,,,,,,,Only two grabs
OPC,2010-08-13,2010,AUG,,,OPCC2,30,1,0.27,0.58,1223.0,1182.0,7.65,26.9,4.9,61.0,NV,0.99,clay/silt/sand/organic,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Recent rain events - periods of heavy rain and severe thunderstorms
OPC,2010-08-13,2010,AUG,,,OPCC2,30,2,0.31,0.58,1223.0,1182.0,7.65,26.9,4.9,61.0,NV,0.98,clay/sand/silt/organic,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Recent rain events - periods of heavy rain and severe thunderstorms
OPC,2010-08-13,2010,AUG,,,OPCC2,30,3,0.32,0.58,1223.0,1182.0,7.65,26.9,4.9,61.0,NV,0.97,,,,,,,,,,,,Only two grabs
OPC,2010-08-13,2010,AUG,,,OPCC2,40,1,0.31,0.58,1223.0,1182.0,7.65,26.9,4.9,61.0,NV,0.94,clay/silt/sand/organic,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Recent rain events - periods of heavy rain and severe thunderstorms
OPC,2010-08-13,2010,AUG,,,OPCC2,40,2,0.33,0.58,1223.0,1182.0,7.65,26.9,4.9,61.0,NV,0.91,clay/silt/sand/organic,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Recent rain events - periods of heavy rain and severe thunderstorms
OPC,2010-08-13,2010,AUG,,,OPCC2,40,3,0.3,0.58,1223.0,1182.0,7.65,26.9,4.9,61.0,NV,0.88,,,,,,,,,,,,Only two grabs
OPC,2010-08-13,2010,AUG,,,OPCC2,50,1,0.32,0.58,1223.0,1182.0,7.65,26.9,4.9,61.0,NV,0.95,clay/silt/organic,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Recent rain events - periods of heavy rain and severe thunderstorms
OPC,2010-08-13,2010,AUG,,,OPCC2,50,2,0.34,0.58,1223.0,1182.0,7.65,26.9,4.9,61.0,NV,0.95,clay/silt/organic,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Recent rain events - periods of heavy rain and severe thunderstorms
OPC,2010-08-13,2010,AUG,,,OPCC2,50,3,0.3,0.58,1223.0,1182.0,7.65,26.9,4.9,61.0,NV,0.97,,,,,,,,,,,,Only two grabs
OPC,2010-08-13,2010,AUG,,,OPCC2,60,1,0.32,0.58,1223.0,1182.0,7.65,26.9,4.9,61.0,NV,0.98,clay/silt/organic,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Recent rain events - periods of heavy rain and severe thunderstorms
OPC,2010-08-13,2010,AUG,,,OPCC2,60,2,0.25,0.58,1223.0,1182.0,7.65,26.9,4.9,61.0,NV,0.97,clay/silt/organic,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Recent rain events - periods of heavy rain and severe thunderstorms
OPC,2010-08-13,2010,AUG,,,OPCC2,60,3,0.34,0.58,1223.0,1182.0,7.65,26.9,4.9,61.0,NV,0.95,,,,,,,,,,,,Only two grabs
OPC,2010-10-05,2010,OCT ,10:58:00,Outgoing ,OPC1,10,1,0.56,0.1,163.7,0.211,7.53,13.5,9.1,88.0,NV,0.66,rocks/sand,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC1,10,2,0.49,0.1,163.7,0.211,7.53,13.5,9.1,88.0,NV,0.61,Rocks/sand,0,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC1,10,3,,0.1,163.7,0.211,7.53,13.5,9.1,88.0,NV,,rocks/sand,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC1,20,1,0.54,0.1,163.7,0.211,7.53,13.5,9.1,88.0,NV,0.91,sand/silt/organics/rocks,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC1,20,2,0.5,0.1,163.7,0.211,7.53,13.5,9.1,88.0,NV,0.93,sand/silt/organics/rocks,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Live Clam
OPC,2010-10-05,2010,OCT ,,,OPC1,20,3,,0.1,163.7,0.211,7.53,13.5,9.1,88.0,NV,,sand/silt/organics/rocks,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC1,30,1,0.45,0.1,163.7,0.211,7.53,13.5,9.1,88.0,NV,0.87,clay/silt/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC1,30,2,0.54,0.1,163.7,0.211,7.53,13.5,9.1,88.0,NV,0.89,clay/silt/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC1,30,3,,0.1,163.7,0.211,7.53,13.5,9.1,88.0,NV,,clay/silt/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC1,40,1,0.54,0.1,163.7,0.211,7.53,13.5,9.1,88.0,NV,0.88,clay/silt/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC1,40,2,0.48,0.1,163.7,0.211,7.53,13.5,9.1,88.0,NV,0.92,clay/silt/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC1,40,3,,0.1,163.7,0.211,7.53,13.5,9.1,88.0,NV,,clay/silt/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Live Clam 
OPC,2010-10-05,2010,OCT ,,,OPC1,50,1,0.51,0.1,163.7,0.211,7.53,13.5,9.1,88.0,NV,0.97,clay/silt/organics ,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC1,50,2,0.56,0.1,163.7,0.211,7.53,13.5,9.1,88.0,NV,0.94,clay/silt/organics ,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC1,50,3,,0.1,163.7,0.211,7.53,13.5,9.1,88.0,NV,,clay/silt/organics ,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC1,60,1,0.53,0.1,163.7,0.211,7.53,13.5,9.1,88.0,NV,0.94,clay/silt/organics ,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC1,60,2,0.54,0.1,163.7,0.211,7.53,13.5,9.1,88.0,NV,0.97,Clay/silt/sand/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC1,60,3,,0.1,163.7,0.211,7.53,13.5,9.1,88.0,NV,,Clay/Silt/Sand/Organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1 Half Clam
OPC,2010-10-05,2010,OCT ,07:44:00,Outgoing,OPC2,10,1,0.49,0.1,159.3,205.0,8.03,13.2,8.86,84.8,NV,0.79,sand/silt/organics ,13,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC2,10,2,0.44,0.1,159.3,205.0,8.03,13.2,8.86,84.8,NV,0.74,sand/clay/silt/organics,5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC2,10,3,,0.1,159.3,205.0,8.03,13.2,8.86,84.8,NV,,sand/clay/silt/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC2,20,1,0.53,0.1,159.3,205.0,8.03,13.2,8.86,84.8,NV,0.74,clay/sand/silt/organics,15,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,"Live Clam, Dead Clam"
OPC,2010-10-05,2010,OCT ,,,OPC2,20,2,0.51,0.1,159.3,205.0,8.03,13.2,8.86,84.8,NV,0.67,clay/sand/silt/organics,23,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC2,20,3,,0.1,159.3,205.0,8.03,13.2,8.86,84.8,NV,,clay/sand/silt/organics,28,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC2,30,1,0.5,0.1,159.3,205.0,8.03,13.2,8.86,84.8,NV,0.79,clay/sand/silt/organics,18,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC2,30,2,42,0.1,159.3,205.0,8.03,13.2,8.86,84.8,NV,0.82,clay/sand/silt/organics,23,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC2,30,3,,0.1,159.3,205.0,8.03,13.2,8.86,84.8,NV,,clay/sand/silt/organics,43,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC2,40,1,0.46,0.1,159.3,205.0,8.03,13.2,8.86,84.8,NV,0.84,clay/silt/sand/organics,16,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC2,40,2,0.48,0.1,159.3,205.0,8.03,13.2,8.86,84.8,NV,0.82,clay/silt/sand/organics,36,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC2,40,3,,0.1,159.3,205.0,8.03,13.2,8.86,84.8,NV,,clay/silt/sand/organics,44,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC2,50,1,0.42,0.1,159.3,205.0,8.03,13.2,8.86,84.8,NV,0.79,clay/silt/organics,39,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC2,50,2,0.44,0.1,159.3,205.0,8.03,13.2,8.86,84.8,NV,0.78,clay/silt/organics,52,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC2,50,3,,0.1,159.3,205.0,8.03,13.2,8.86,84.8,NV,,clay/silt/oganics,40,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Dead Wild Celery 
OPC,2010-10-05,2010,OCT ,,,OPC2,60,1,0.55,0.1,159.3,205.0,8.03,13.2,8.86,84.8,NV,0.91,clay/silt/sand/organics,28,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC2,60,2,0.52,0.1,159.3,205.0,8.03,13.2,8.86,84.8,NV,0.82,clay/silt/sand/organics,18,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC2,60,3,,0.1,159.3,205.0,8.03,13.2,8.86,84.8,NV,,Clay/silt/sand/organics,26,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,10:11:00,Outgoing,OPC3,10,1,0.37,0.1,161.3,206.0,7.47,13.7,8.59,82.3,NV,0.49,sand/silt/clay/organics,0,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC3,10,2,0.32,0.1,161.3,206.0,7.47,13.7,8.59,82.3,NV,0.44,sand/silt/clay/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC3,10,3,,0.1,161.3,206.0,7.47,13.7,8.59,82.3,NV,,sand/silt/clay/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2 Clam Halves
OPC,2010-10-05,2010,OCT ,,,OPC3,20,1,0.39,0.1,161.3,206.0,7.47,13.7,8.59,82.3,NV,0.54,sand/silt/clay/organics,0,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC3,20,2,0.38,0.1,161.3,206.0,7.47,13.7,8.59,82.3,NV,0.51,sand/silt/clay/orgnics,0,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC3,20,3,,0.1,161.3,206.0,7.47,13.7,8.59,82.3,NV,,sand/silt/clay/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC3,30,1,0.36,0.1,161.3,206.0,7.47,13.7,8.59,82.3,NV,0.54,sand/silt/cly/organics,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC3,30,2,0.35,0.1,161.3,206.0,7.47,13.7,8.59,82.3,NV,0.55,silt/sand/clay/organics,0,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC3,30,3,,0.1,161.3,206.0,7.47,13.7,8.59,82.3,NV,,sand/silt/clay/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC3,40,1,0.34,0.1,161.3,206.0,7.47,13.7,8.59,82.3,NV,0.58,sand/silt/clay/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC3,40,2,0.28,0.1,161.3,206.0,7.47,13.7,8.59,82.3,NV,0.61,sand/silt/clay/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC3,40,3,,0.1,161.3,206.0,7.47,13.7,8.59,82.3,NV,,sand/silt/clay/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC3,50,1,0.45,0.1,161.3,206.0,7.47,13.7,8.59,82.3,NV,0.63,sand/silt/clay/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC3,50,2,0.41,0.1,161.3,206.0,7.47,13.7,8.59,82.3,NV,0.7,sand/silt/clay/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC3,50,3,,0.1,161.3,206.0,7.47,13.7,8.59,82.3,NV,,sand/silt/clay/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC3,60,1,0.34,0.1,161.3,206.0,7.47,13.7,8.59,82.3,NV,0.56,Clay/sand/silt/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC3,60,2,0.3,0.1,161.3,206.0,7.47,13.7,8.59,82.3,NV,0.61,Sand/Silt/Clay/Organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPC3,60,3,,0.1,161.3,206.0,7.47,13.7,8.59,82.3,NV,,Sand/Silt/Clay/Organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,13:12:00,Incoming ,OPCC1,10,1,0.42,0.12,206.4,261.0,7.44,14.1,8.63,83.6,0,0.42,sand/clay/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC1,10,2,0.43,0.12,206.4,261.0,7.44,14.1,8.63,83.6,0,0.43,sand/clay/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC1,10,3,,0.12,206.4,261.0,7.44,14.1,8.63,83.6,0,,sand/clay/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC1,20,1,0.54,0.12,206.4,261.0,7.44,14.1,8.63,83.6,0,0.54,sand/silt/clay/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC1,20,2,0.51,0.12,206.4,261.0,7.44,14.1,8.63,83.6,0,0.51,sand/silt/clay/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC1,20,3,,0.12,206.4,261.0,7.44,14.1,8.63,83.6,0,,clay/silt/organics ,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Live Clam
OPC,2010-10-05,2010,OCT ,,,OPCC1,30,1,0.63,0.12,206.4,261.0,7.44,14.1,8.63,83.6,0,0.63,silt/clay/sand/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC1,30,2,0.6,0.12,206.4,261.0,7.44,14.1,8.63,83.6,0,0.6,silt/clay/sand/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC1,30,3,,0.12,206.4,261.0,7.44,14.1,8.63,83.6,0,,silt/clay/sand/organics,0,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC1,40,1,0.7,0.12,206.4,261.0,7.44,14.1,8.63,83.6,0,0.7,clay/silt/organics ,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC1,40,2,0.72,0.12,206.4,261.0,7.44,14.1,8.63,83.6,0,0.72,clay/silt/organics ,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Live Clam
OPC,2010-10-05,2010,OCT ,,,OPCC1,40,3,,0.12,206.4,261.0,7.44,14.1,8.63,83.6,0,,clay/silt/organics ,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC1,50,1,0.6,0.12,206.4,261.0,7.44,14.1,8.63,83.6,0,0.6,silt/clay/sand/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC1,50,2,0.68,0.12,206.4,261.0,7.44,14.1,8.63,83.6,0,0.68,clay/silt/organics ,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC1,50,3,,0.12,206.4,261.0,7.44,14.1,8.63,83.6,0,,sand/silt/clay/organics,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC1,60,1,0.71,0.12,206.4,261.0,7.44,14.1,8.63,83.6,0,0.71,clay/silt/organics ,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC1,60,2,0.7,0.12,206.4,261.0,7.44,14.1,8.63,83.6,0,0.7,clay/silt/organics ,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC1,60,3,,0.12,206.4,261.0,7.44,14.1,8.63,83.6,0,,clay/silt/organics ,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,12:10:00,Outgoing ,OPCC2,10,1,,0.33,542.0,67.0,7.34,15.0,7.81,78.3,NV,,sand/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC2,10,2,0.24,0.33,542.0,67.0,7.34,15.0,7.81,78.3,NV,0.42,sand/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC2,10,3,0.24,0.33,542.0,67.0,7.34,15.0,7.81,78.3,NV,0.44,sand/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC2,20,1,,0.33,542.0,67.0,7.34,15.0,7.81,78.3,NV,,silt/sand/clay/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC2,20,2,0.34,0.33,542.0,67.0,7.34,15.0,7.81,78.3,NV,0.54,silt/sand/clay/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC2,20,3,0.37,0.33,542.0,67.0,7.34,15.0,7.81,78.3,NV,0.56,silt/sand/clay/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC2,30,1,,0.33,542.0,67.0,7.34,15.0,7.81,78.3,NV,,sand/silt/clay/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Live Clam
OPC,2010-10-05,2010,OCT ,,,OPCC2,30,2,0.35,0.33,542.0,67.0,7.34,15.0,7.81,78.3,NV,0.55,sand/clay/silt/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC2,30,3,0.32,0.33,542.0,67.0,7.34,15.0,7.81,78.3,NV,0.62,sand/clay/silt/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Live Clam
OPC,2010-10-05,2010,OCT ,,,OPCC2,40,1,,0.33,542.0,67.0,7.34,15.0,7.81,78.3,NV,,silt/sand/clay/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Dead Clam
OPC,2010-10-05,2010,OCT ,,,OPCC2,40,2,0.44,0.33,542.0,67.0,7.34,15.0,7.81,78.3,NV,0.59,sand/silt/clay/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Live Clam
OPC,2010-10-05,2010,OCT ,,,OPCC2,40,3,0.37,0.33,542.0,67.0,7.34,15.0,7.81,78.3,NV,0.68,sand/silt/clay/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC2,50,1,,0.33,542.0,67.0,7.34,15.0,7.81,78.3,NV,,clay/sand/silt/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Live Clam
OPC,2010-10-05,2010,OCT ,,,OPCC2,50,2,0.36,0.33,542.0,67.0,7.34,15.0,7.81,78.3,NV,0.67,sand/clay/silt/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC2,50,3,0.37,0.33,542.0,67.0,7.34,15.0,7.81,78.3,NV,0.59,sand/clay/silt/organics,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC2,60,1,,0.33,542.0,67.0,7.34,15.0,7.81,78.3,NV,,clay/silt/organics ,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC2,60,2,0.34,0.33,542.0,67.0,7.34,15.0,7.81,78.3,NV,0.75,clay/silt/organics ,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2010-10-05,2010,OCT ,,,OPCC2,60,3,0.35,0.33,542.0,67.0,7.34,15.0,7.81,78.3,NV,0.73,clay/silt/organics ,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
OPC,2011-06-06,2011,JUN,13:42:00,Outgoing- High @ 12:00,OPC1,10,1,0.63,0.15,329.5,318.5,8.98,26.9,6.85,85.8,NV,0.87,gravel/sand,0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,"Survey Team: L.Carroll, J. Campbell, K, Garman"
OPC,2011-06-06,2011,JUN,,,OPC1,10,2,0.7,0.15,329.5,318.5,8.98,26.9,6.85,85.8,NV,0.89,gravel/sand,2,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Benchmark: #15 Canoe Trail Marker
